Timestamp,Y
14-Jun-2021 18:36:08.000,-0.88591836
14-Jun-2021 18:36:09.000,1.01769281818182
14-Jun-2021 18:36:10.000,0.66903867827159
14-Jun-2021 18:36:11.000,1.47091834653465
14-Jun-2021 18:36:12.000,1.48708769306931
14-Jun-2021 18:36:13.000,2.02225856
14-Jun-2021 18:36:14.000,2.17392925
14-Jun-2021 18:36:15.000,1.7736977
14-Jun-2021 18:36:16.000,1.70067456435644
14-Jun-2021 18:36:17.000,1.13213172277228
14-Jun-2021 18:36:18.000,0.975604821782178
14-Jun-2021 18:36:19.000,0.636138564356436
14-Jun-2021 18:36:20.000,1.16340166336634
14-Jun-2021 18:36:21.000,-0.74649128
14-Jun-2021 18:36:22.000,0.13160894
14-Jun-2021 18:36:23.000,1.71359456
14-Jun-2021 18:36:24.000,3.39764185
14-Jun-2021 18:36:25.000,3.86002922772277
14-Jun-2021 18:36:26.000,2.35957135643564
14-Jun-2021 18:36:27.000,2.71737466336634
14-Jun-2021 18:36:28.000,2.99860888118812
14-Jun-2021 18:36:29.000,2.87885476237624
14-Jun-2021 18:36:30.000,2.70491999295895
14-Jun-2021 18:36:31.000,1.54811308910891
14-Jun-2021 18:36:32.000,2.1687325
14-Jun-2021 18:36:33.000,1.83278679207921
14-Jun-2021 18:36:34.000,1.52614942574257
14-Jun-2021 18:36:35.000,1.77945504950495
14-Jun-2021 18:36:36.000,1.30089397029703
14-Jun-2021 18:36:37.000,1.69151827722772
14-Jun-2021 18:36:38.000,2.24651074257426
14-Jun-2021 18:36:39.000,1.1715732970297
14-Jun-2021 18:36:40.000,1.53421766336634
14-Jun-2021 18:36:41.000,1.3696893
14-Jun-2021 18:36:42.000,1.64052872
14-Jun-2021 18:36:43.000,2.11938433
14-Jun-2021 18:36:44.000,1.85835420792079
14-Jun-2021 18:36:45.000,1.96508226732673
14-Jun-2021 18:36:46.000,3.29899
14-Jun-2021 18:36:47.000,2.81021195049505
14-Jun-2021 18:36:48.000,1.8516915
14-Jun-2021 18:36:49.000,1.33184473
14-Jun-2021 18:36:50.000,1.8194362
14-Jun-2021 18:36:51.000,1.41269079207921
14-Jun-2021 18:36:52.000,1.98918791089109
14-Jun-2021 18:36:53.000,1.67777769306931
14-Jun-2021 18:36:54.000,1.33936408910891
14-Jun-2021 18:36:55.000,0.545742891089109
14-Jun-2021 18:36:56.000,-0.481918772277228
14-Jun-2021 18:36:57.000,1.01198852
14-Jun-2021 18:36:58.000,1.9234326
14-Jun-2021 18:36:59.000,2.27498736
14-Jun-2021 18:37:00.000,2.33156940594059
14-Jun-2021 18:37:01.000,1.75761631683168
14-Jun-2021 18:37:02.000,2.01830044554455
14-Jun-2021 18:37:03.000,1.608196
14-Jun-2021 18:37:04.000,1.57010608
14-Jun-2021 18:37:05.000,2.41221564
14-Jun-2021 18:37:06.000,1.40939968316832
14-Jun-2021 18:37:07.000,2.34971851485149
14-Jun-2021 18:37:08.000,1.07125402970297
14-Jun-2021 18:37:09.000,1.70670144554455
14-Jun-2021 18:37:10.000,1.55790825742574
14-Jun-2021 18:37:11.000,1.60083000990099
14-Jun-2021 18:37:12.000,0.30343684
14-Jun-2021 18:37:13.000,1.67156659
14-Jun-2021 18:37:14.000,1.88355810891089
14-Jun-2021 18:37:15.000,2.69868430693069
14-Jun-2021 18:37:16.000,1.91391577227723
14-Jun-2021 18:37:17.000,2.67673836633663
14-Jun-2021 18:37:18.000,0.83893938
14-Jun-2021 18:37:19.000,1.59307735
14-Jun-2021 18:37:20.000,2.146117
14-Jun-2021 18:37:21.000,1.27953932673267
14-Jun-2021 18:37:22.000,2.8656690990099
14-Jun-2021 18:37:23.000,1.59355947524752
14-Jun-2021 18:37:24.000,1.57041538613861
14-Jun-2021 18:37:25.000,1.25278512871287
14-Jun-2021 18:37:26.000,1.43110240594059
14-Jun-2021 18:37:27.000,2.22853493069307
14-Jun-2021 18:37:28.000,1.87270775
14-Jun-2021 18:37:29.000,1.20295032673267
14-Jun-2021 18:37:30.000,1.4478983714341
14-Jun-2021 18:37:31.000,1.70456728712871
14-Jun-2021 18:37:32.000,1.60262335643564
