Timestamp,speed
14-Jun-2021 18:37:43.000,15.515
14-Jun-2021 18:37:44.000,15.515
14-Jun-2021 18:37:45.000,14.197
14-Jun-2021 18:37:46.000,14.197
14-Jun-2021 18:37:46.999,13.839
14-Jun-2021 18:37:48.000,13.61
14-Jun-2021 18:37:49.000,12.83
14-Jun-2021 18:37:50.000,12.83
14-Jun-2021 18:37:51.000,12.358
14-Jun-2021 18:37:52.000,11.402
14-Jun-2021 18:37:53.000,8.302
14-Jun-2021 18:37:54.000,8.302
14-Jun-2021 18:37:55.000,7.008
14-Jun-2021 18:37:56.000,6.111
14-Jun-2021 18:37:57.000,2.005
14-Jun-2021 18:37:58.000,2.005
14-Jun-2021 18:37:59.000,1.377
14-Jun-2021 18:38:00.000,0.663
14-Jun-2021 18:38:01.000,0.131
14-Jun-2021 18:38:02.000,0.23
14-Jun-2021 18:38:03.000,0.034
14-Jun-2021 18:38:04.000,0.129
14-Jun-2021 18:38:05.000,0.192
14-Jun-2021 18:38:06.000,0.079
14-Jun-2021 18:38:07.000,0.115
14-Jun-2021 18:38:08.000,0.108
14-Jun-2021 18:38:09.000,0.031
14-Jun-2021 18:38:10.000,0.125
14-Jun-2021 18:38:11.000,0.055
14-Jun-2021 18:38:12.000,0.125
14-Jun-2021 18:38:13.000,0.058
14-Jun-2021 18:38:14.000,0
14-Jun-2021 18:38:15.000,0
14-Jun-2021 18:38:16.000,0
14-Jun-2021 18:38:17.000,0
14-Jun-2021 18:38:18.000,0
14-Jun-2021 18:38:19.000,0
14-Jun-2021 18:38:20.000,0
14-Jun-2021 18:38:21.000,0
14-Jun-2021 18:38:22.000,0
14-Jun-2021 18:38:23.000,0
14-Jun-2021 18:38:24.000,0
14-Jun-2021 18:38:25.000,0
14-Jun-2021 18:38:26.000,0
14-Jun-2021 18:38:27.000,0
14-Jun-2021 18:38:28.000,0
14-Jun-2021 18:38:29.000,0
14-Jun-2021 18:38:30.000,0
14-Jun-2021 18:38:31.000,0
14-Jun-2021 18:38:32.000,0
14-Jun-2021 18:38:33.000,0
14-Jun-2021 18:38:34.000,0
14-Jun-2021 18:38:35.000,0
14-Jun-2021 18:38:36.000,0
14-Jun-2021 18:38:37.000,0
14-Jun-2021 18:38:38.000,0
14-Jun-2021 18:38:39.001,0
14-Jun-2021 18:38:40.000,0
14-Jun-2021 18:38:41.001,0
14-Jun-2021 18:38:42.001,0
14-Jun-2021 18:38:43.001,0
14-Jun-2021 18:38:44.001,0
14-Jun-2021 18:38:45.001,0
14-Jun-2021 18:38:46.002,0
14-Jun-2021 18:38:47.002,0
14-Jun-2021 18:38:48.002,0
14-Jun-2021 18:38:49.002,0
14-Jun-2021 18:38:50.002,0
14-Jun-2021 18:38:51.002,0
14-Jun-2021 18:38:52.002,0
14-Jun-2021 18:38:53.002,0.161
14-Jun-2021 18:38:54.002,1.915
14-Jun-2021 18:38:55.002,1.915
14-Jun-2021 18:38:56.002,3.778
14-Jun-2021 18:38:57.002,5.339
14-Jun-2021 18:38:58.002,6.833
14-Jun-2021 18:38:59.002,6.833
14-Jun-2021 18:39:00.002,7.31
14-Jun-2021 18:39:01.002,7.636
14-Jun-2021 18:39:02.002,8.477
14-Jun-2021 18:39:03.002,7.963
14-Jun-2021 18:39:04.002,8.477
14-Jun-2021 18:39:05.002,8.518
14-Jun-2021 18:39:06.002,9.185
14-Jun-2021 18:39:07.002,9.185
14-Jun-2021 18:39:08.002,9.451
14-Jun-2021 18:39:09.002,10.916
14-Jun-2021 18:39:10.002,11.376
14-Jun-2021 18:39:11.002,11.376
14-Jun-2021 18:39:12.002,11.581
14-Jun-2021 18:39:13.002,12.556
14-Jun-2021 18:39:14.002,13.389
14-Jun-2021 18:39:15.002,13.389
14-Jun-2021 18:39:16.002,14.228
14-Jun-2021 18:39:17.002,15.013
14-Jun-2021 18:39:18.002,15.135
14-Jun-2021 18:39:19.002,15.135
14-Jun-2021 18:39:20.002,15.394
14-Jun-2021 18:39:21.002,15.747
14-Jun-2021 18:39:22.002,16.174
14-Jun-2021 18:39:23.002,16.101
14-Jun-2021 18:39:24.002,16.174
14-Jun-2021 18:39:25.002,16.277
14-Jun-2021 18:39:26.002,16.386
14-Jun-2021 18:39:27.002,16.386
14-Jun-2021 18:39:28.002,16.76
14-Jun-2021 18:39:29.002,17.459
14-Jun-2021 18:39:30.002,17.459
14-Jun-2021 18:39:31.002,17.329
14-Jun-2021 18:39:32.002,17.284
14-Jun-2021 18:39:33.001,17.605
14-Jun-2021 18:39:34.002,17.605
14-Jun-2021 18:39:35.002,17.12
14-Jun-2021 18:39:36.002,17.12
14-Jun-2021 18:39:37.002,17.127
14-Jun-2021 18:39:38.002,17.127
14-Jun-2021 18:39:39.002,16.978
14-Jun-2021 18:39:40.002,16.67
14-Jun-2021 18:39:41.002,15.733
14-Jun-2021 18:39:42.002,15.733
14-Jun-2021 18:39:43.002,15.639
14-Jun-2021 18:39:44.002,15.222
14-Jun-2021 18:39:45.002,14.79
14-Jun-2021 18:39:46.002,14.79
14-Jun-2021 18:39:47.002,13.98
14-Jun-2021 18:39:48.002,13.388
14-Jun-2021 18:39:49.002,12.372
14-Jun-2021 18:39:50.002,12.372
14-Jun-2021 18:39:51.002,11.777
14-Jun-2021 18:39:52.002,11.191
14-Jun-2021 18:39:53.002,9.721
14-Jun-2021 18:39:54.002,9.721
14-Jun-2021 18:39:55.002,8.814
14-Jun-2021 18:39:56.002,8.528
14-Jun-2021 18:39:57.002,8.417
14-Jun-2021 18:39:58.002,8.827
14-Jun-2021 18:39:59.002,8.827
14-Jun-2021 18:40:00.002,8.949
14-Jun-2021 18:40:01.002,9.102
14-Jun-2021 18:40:02.002,9.102
14-Jun-2021 18:40:03.002,9.102
14-Jun-2021 18:40:04.002,9.198
14-Jun-2021 18:40:05.002,10.919
14-Jun-2021 18:40:06.002,11.084
14-Jun-2021 18:40:07.002,11.084
14-Jun-2021 18:40:08.002,11.887
14-Jun-2021 18:40:09.002,13.398
14-Jun-2021 18:40:10.003,13.636
14-Jun-2021 18:40:11.003,13.636
14-Jun-2021 18:40:12.003,14.287
14-Jun-2021 18:40:13.003,14.372
14-Jun-2021 18:40:14.003,14.372
14-Jun-2021 18:40:15.003,14.372
14-Jun-2021 18:40:16.003,14.433
14-Jun-2021 18:40:17.003,14.929
14-Jun-2021 18:40:18.003,14.929
14-Jun-2021 18:40:19.003,14.711
14-Jun-2021 18:40:20.003,14.648
14-Jun-2021 18:40:21.003,14.911
14-Jun-2021 18:40:22.003,15.17
14-Jun-2021 18:40:23.003,14.933
14-Jun-2021 18:40:24.003,15.17
14-Jun-2021 18:40:25.003,15.501
14-Jun-2021 18:40:26.002,15.501
14-Jun-2021 18:40:27.003,15.46
14-Jun-2021 18:40:28.003,15.433
14-Jun-2021 18:40:29.003,15.463
14-Jun-2021 18:40:30.003,15.534
14-Jun-2021 18:40:31.003,15.534
14-Jun-2021 18:40:32.003,15.534
14-Jun-2021 18:40:33.003,15.276
14-Jun-2021 18:40:34.003,15.276
14-Jun-2021 18:40:35.003,15.275
14-Jun-2021 18:40:36.003,15.054
14-Jun-2021 18:40:37.003,14.973
14-Jun-2021 18:40:38.003,15.068
14-Jun-2021 18:40:39.003,14.973
14-Jun-2021 18:40:40.003,14.891
14-Jun-2021 18:40:41.003,14.805
14-Jun-2021 18:40:42.003,15.253
14-Jun-2021 18:40:43.003,15.173
14-Jun-2021 18:40:44.003,15.177
14-Jun-2021 18:40:45.003,14.698
14-Jun-2021 18:40:46.003,14.748
14-Jun-2021 18:40:47.003,14.698
14-Jun-2021 18:40:48.003,14.748
14-Jun-2021 18:40:49.003,14.548
14-Jun-2021 18:40:50.003,14.548
14-Jun-2021 18:40:51.003,14.548
14-Jun-2021 18:40:52.003,14.632
14-Jun-2021 18:40:53.003,14.676
14-Jun-2021 18:40:54.003,14.676
14-Jun-2021 18:40:55.003,14.675
14-Jun-2021 18:40:56.003,14.586
14-Jun-2021 18:40:57.003,14.444
14-Jun-2021 18:40:58.003,14.539
14-Jun-2021 18:40:59.003,14.539
14-Jun-2021 18:41:00.003,14.814
14-Jun-2021 18:41:01.003,14.82
14-Jun-2021 18:41:02.003,15.059
14-Jun-2021 18:41:03.003,15.059
14-Jun-2021 18:41:04.003,15.255
14-Jun-2021 18:41:05.003,15.601
14-Jun-2021 18:41:06.003,15.944
14-Jun-2021 18:41:07.003,15.944
14-Jun-2021 18:41:08.003,15.944
14-Jun-2021 18:41:09.003,15.443
14-Jun-2021 18:41:10.003,15.451
14-Jun-2021 18:41:11.003,15.443
14-Jun-2021 18:41:12.003,15.451
14-Jun-2021 18:41:13.003,15.71
14-Jun-2021 18:41:14.003,15.71
14-Jun-2021 18:41:15.003,15.634
14-Jun-2021 18:41:16.003,15.634
14-Jun-2021 18:41:17.003,15.749
14-Jun-2021 18:41:18.003,15.749
14-Jun-2021 18:41:19.003,15.525
14-Jun-2021 18:41:20.003,15.492
14-Jun-2021 18:41:21.003,15.508
14-Jun-2021 18:41:22.003,15.51
14-Jun-2021 18:41:23.003,15.508
14-Jun-2021 18:41:24.003,15.387
14-Jun-2021 18:41:25.003,14.236
14-Jun-2021 18:41:26.003,14.236
14-Jun-2021 18:41:27.003,13.739
14-Jun-2021 18:41:28.003,13.438
14-Jun-2021 18:41:29.003,12.429
14-Jun-2021 18:41:30.003,12.429
14-Jun-2021 18:41:31.003,12.304
14-Jun-2021 18:41:32.003,11.508
14-Jun-2021 18:41:33.003,10.472
14-Jun-2021 18:41:34.003,10.472
14-Jun-2021 18:41:35.003,9.638
14-Jun-2021 18:41:36.003,8.078
14-Jun-2021 18:41:37.003,6.987
14-Jun-2021 18:41:38.003,7.123
14-Jun-2021 18:41:39.003,7.123
14-Jun-2021 18:41:40.004,8.027
14-Jun-2021 18:41:41.004,9.67
14-Jun-2021 18:41:42.004,9.804
14-Jun-2021 18:41:43.004,9.673
14-Jun-2021 18:41:44.004,9.673
14-Jun-2021 18:41:45.004,9.841
14-Jun-2021 18:41:46.004,9.89
14-Jun-2021 18:41:47.004,9.89
14-Jun-2021 18:41:48.004,10.297
14-Jun-2021 18:41:49.004,12.167
14-Jun-2021 18:41:50.004,12.229
14-Jun-2021 18:41:51.004,12.229
14-Jun-2021 18:41:52.004,12.519
14-Jun-2021 18:41:53.004,12.976
14-Jun-2021 18:41:54.004,13.735
14-Jun-2021 18:41:55.004,13.594
14-Jun-2021 18:41:56.004,13.735
14-Jun-2021 18:41:57.004,14.024
14-Jun-2021 18:41:58.004,14.024
14-Jun-2021 18:41:59.004,14.024
14-Jun-2021 18:42:00.004,14.045
14-Jun-2021 18:42:01.004,14.207
14-Jun-2021 18:42:02.004,14.61
14-Jun-2021 18:42:03.004,14.443
14-Jun-2021 18:42:04.004,14.61
14-Jun-2021 18:42:05.004,14.727
14-Jun-2021 18:42:06.004,14.75
14-Jun-2021 18:42:07.004,14.75
14-Jun-2021 18:42:08.004,14.774
14-Jun-2021 18:42:09.004,14.769
14-Jun-2021 18:42:10.004,14.769
14-Jun-2021 18:42:11.004,14.671
14-Jun-2021 18:42:12.004,14.584
14-Jun-2021 18:42:13.004,14.672
14-Jun-2021 18:42:14.004,14.764
14-Jun-2021 18:42:15.004,14.764
14-Jun-2021 18:42:16.004,14.913
14-Jun-2021 18:42:17.004,14.907
14-Jun-2021 18:42:18.004,14.907
14-Jun-2021 18:42:19.004,14.857
14-Jun-2021 18:42:20.004,14.857
14-Jun-2021 18:42:21.004,15.479
14-Jun-2021 18:42:22.004,15.581
14-Jun-2021 18:42:23.004,15.479
14-Jun-2021 18:42:24.004,15.268
14-Jun-2021 18:42:25.004,15.151
14-Jun-2021 18:42:26.004,15.151
14-Jun-2021 18:42:27.004,14.982
14-Jun-2021 18:42:28.004,14.957
14-Jun-2021 18:42:29.004,13.957
14-Jun-2021 18:42:30.004,13.957
14-Jun-2021 18:42:31.004,13.185
14-Jun-2021 18:42:32.004,12.795
14-Jun-2021 18:42:33.004,12.06
14-Jun-2021 18:42:34.004,12.06
14-Jun-2021 18:42:35.004,11.807
14-Jun-2021 18:42:36.004,11.368
14-Jun-2021 18:42:37.004,9.93
14-Jun-2021 18:42:38.004,9.93
14-Jun-2021 18:42:39.004,9.463
14-Jun-2021 18:42:40.004,8.977
14-Jun-2021 18:42:41.004,8.285
14-Jun-2021 18:42:42.004,8.285
14-Jun-2021 18:42:43.004,7.102
14-Jun-2021 18:42:44.004,6.677
14-Jun-2021 18:42:45.004,5.564
14-Jun-2021 18:42:46.004,5.564
14-Jun-2021 18:42:47.004,4.915
14-Jun-2021 18:42:48.004,3.408
14-Jun-2021 18:42:49.004,3.012
14-Jun-2021 18:42:50.004,3.246
14-Jun-2021 18:42:51.004,3.246
14-Jun-2021 18:42:52.004,3.932
14-Jun-2021 18:42:53.004,6.969
14-Jun-2021 18:42:54.004,7.721
14-Jun-2021 18:42:55.004,7.721
14-Jun-2021 18:42:56.004,8.81
14-Jun-2021 18:42:57.004,10.812
14-Jun-2021 18:42:58.004,11.065
14-Jun-2021 18:42:59.004,11.065
14-Jun-2021 18:43:00.004,11.369
14-Jun-2021 18:43:01.004,12.308
14-Jun-2021 18:43:02.004,13.268
14-Jun-2021 18:43:03.004,13.268
14-Jun-2021 18:43:04.004,13.918
14-Jun-2021 18:43:05.004,14.242
14-Jun-2021 18:43:06.004,14.242
14-Jun-2021 18:43:07.004,14.242
14-Jun-2021 18:43:08.004,14.404
14-Jun-2021 18:43:09.004,14.658
14-Jun-2021 18:43:10.004,14.763
14-Jun-2021 18:43:11.005,14.763
14-Jun-2021 18:43:12.005,14.939
14-Jun-2021 18:43:13.005,15.266
14-Jun-2021 18:43:14.005,15.266
14-Jun-2021 18:43:15.005,15.116
14-Jun-2021 18:43:16.005,14.897
14-Jun-2021 18:43:17.005,14.416
14-Jun-2021 18:43:18.006,14.416
14-Jun-2021 18:43:19.006,14.238
14-Jun-2021 18:43:20.006,13.55
14-Jun-2021 18:43:21.006,13.152
14-Jun-2021 18:43:22.006,13.152
14-Jun-2021 18:43:23.005,13.078
14-Jun-2021 18:43:24.005,13.078
14-Jun-2021 18:43:25.005,13.078
14-Jun-2021 18:43:26.004,13.421
14-Jun-2021 18:43:27.004,13.677
14-Jun-2021 18:43:28.004,13.677
14-Jun-2021 18:43:29.004,13.772
14-Jun-2021 18:43:30.004,14.331
14-Jun-2021 18:43:31.003,15.031
14-Jun-2021 18:43:32.003,15.116
14-Jun-2021 18:43:33.003,15.116
14-Jun-2021 18:43:34.003,15.519
14-Jun-2021 18:43:35.003,16.115
14-Jun-2021 18:43:36.002,15.411
14-Jun-2021 18:43:37.002,15.411
14-Jun-2021 18:43:38.002,15.186
14-Jun-2021 18:43:39.002,15.085
14-Jun-2021 18:43:40.002,14.962
14-Jun-2021 18:43:41.002,14.039
14-Jun-2021 18:43:42.002,14.039
14-Jun-2021 18:43:43.002,13.06
14-Jun-2021 18:43:44.001,12.36
14-Jun-2021 18:43:45.001,12.284
14-Jun-2021 18:43:46.001,11.11
14-Jun-2021 18:43:47.001,11.11
14-Jun-2021 18:43:48.001,10.386
14-Jun-2021 18:43:49.001,9.444
14-Jun-2021 18:43:50.001,8.818
14-Jun-2021 18:43:51.001,7.365
14-Jun-2021 18:43:52.001,7.365
14-Jun-2021 18:43:53.001,6.807
14-Jun-2021 18:43:54.001,6.807
14-Jun-2021 18:43:55.001,6.936
14-Jun-2021 18:43:56.001,8.072
14-Jun-2021 18:43:57.001,8.441
14-Jun-2021 18:43:58.001,8.441
14-Jun-2021 18:43:59.001,9.024
14-Jun-2021 18:44:00.001,9.503
14-Jun-2021 18:44:01.001,9.349
14-Jun-2021 18:44:02.001,9.349
14-Jun-2021 18:44:03.000,8.661
14-Jun-2021 18:44:04.000,8.635
14-Jun-2021 18:44:05.000,8.635
14-Jun-2021 18:44:06.000,10.582
14-Jun-2021 18:44:07.000,12.235
14-Jun-2021 18:44:08.000,12.235
14-Jun-2021 18:44:09.000,12.725
14-Jun-2021 18:44:10.000,13.44
14-Jun-2021 18:44:11.000,14.189
14-Jun-2021 18:44:12.000,14.222
14-Jun-2021 18:44:13.000,14.222
14-Jun-2021 18:44:14.000,14.641
14-Jun-2021 18:44:15.000,15.015
14-Jun-2021 18:44:16.000,15.902
14-Jun-2021 18:44:17.000,15.902
14-Jun-2021 18:44:18.000,15.728
14-Jun-2021 18:44:19.000,15.319
14-Jun-2021 18:44:20.000,15.319
14-Jun-2021 18:44:21.000,14.771
14-Jun-2021 18:44:22.000,14.867
14-Jun-2021 18:44:23.000,14.771
14-Jun-2021 18:44:24.000,14.503
14-Jun-2021 18:44:25.000,13.968
14-Jun-2021 18:44:26.000,13.864
14-Jun-2021 18:44:27.000,14.391
14-Jun-2021 18:44:28.000,14.391
14-Jun-2021 18:44:29.000,14.773
14-Jun-2021 18:44:30.000,14.887
14-Jun-2021 18:44:31.000,16.194
14-Jun-2021 18:44:32.000,16.603
14-Jun-2021 18:44:33.000,16.225
14-Jun-2021 18:44:34.000,16.603
14-Jun-2021 18:44:35.000,17.13
14-Jun-2021 18:44:36.000,17.267
14-Jun-2021 18:44:37.000,17.392
14-Jun-2021 18:44:38.000,17.267
14-Jun-2021 18:44:39.000,16.899
14-Jun-2021 18:44:40.000,16.899
14-Jun-2021 18:44:41.000,16.69
14-Jun-2021 18:44:42.000,16.873
14-Jun-2021 18:44:43.000,16.873
14-Jun-2021 18:44:44.000,16.978
14-Jun-2021 18:44:45.000,16.978
14-Jun-2021 18:44:46.000,16.932
14-Jun-2021 18:44:47.000,16.97
14-Jun-2021 18:44:48.000,16.97
14-Jun-2021 18:44:49.000,17.016
14-Jun-2021 18:44:50.000,17.27
14-Jun-2021 18:44:51.000,17.283
14-Jun-2021 18:44:52.000,17.372
14-Jun-2021 18:44:53.000,17.372
14-Jun-2021 18:44:54.000,17.576
14-Jun-2021 18:44:55.000,17.659
14-Jun-2021 18:44:56.000,17.711
14-Jun-2021 18:44:57.000,17.711
14-Jun-2021 18:44:58.000,17.711
14-Jun-2021 18:44:59.000,18.419
14-Jun-2021 18:45:00.000,18.576
14-Jun-2021 18:45:01.000,18.848
14-Jun-2021 18:45:02.000,19.105
14-Jun-2021 18:45:03.000,19.105
14-Jun-2021 18:45:04.000,19.105
14-Jun-2021 18:45:05.000,19.056
14-Jun-2021 18:45:06.000,18.516
14-Jun-2021 18:45:07.000,18.516
14-Jun-2021 18:45:08.000,18.459
14-Jun-2021 18:45:09.000,18.459
14-Jun-2021 18:45:10.000,18.514
14-Jun-2021 18:45:11.000,18.716
14-Jun-2021 18:45:12.000,18.809
14-Jun-2021 18:45:13.000,18.716
14-Jun-2021 18:45:14.000,18.221
14-Jun-2021 18:45:15.000,18.007
14-Jun-2021 18:45:16.000,17.73
14-Jun-2021 18:45:17.000,17.782
14-Jun-2021 18:45:18.000,17.782
14-Jun-2021 18:45:19.000,17.782
14-Jun-2021 18:45:20.000,17.74
14-Jun-2021 18:45:21.000,17.372
14-Jun-2021 18:45:22.000,17.372
14-Jun-2021 18:45:23.000,16.981
14-Jun-2021 18:45:24.000,15.987
14-Jun-2021 18:45:25.000,15.191
14-Jun-2021 18:45:26.000,13.852
14-Jun-2021 18:45:27.000,13.852
14-Jun-2021 18:45:28.000,13.253
14-Jun-2021 18:45:29.000,12.748
14-Jun-2021 18:45:30.000,12.748
14-Jun-2021 18:45:31.000,14.457
14-Jun-2021 18:45:32.000,14.583
14-Jun-2021 18:45:33.000,14.583
14-Jun-2021 18:45:34.000,14.802
14-Jun-2021 18:45:35.000,15.657
14-Jun-2021 18:45:36.000,16.6
14-Jun-2021 18:45:37.000,17.054
14-Jun-2021 18:45:38.000,17.026
14-Jun-2021 18:45:39.000,17.054
14-Jun-2021 18:45:40.000,17.492
14-Jun-2021 18:45:41.000,17.742
14-Jun-2021 18:45:42.000,17.742
14-Jun-2021 18:45:43.000,17.704
14-Jun-2021 18:45:44.000,17.704
14-Jun-2021 18:45:45.000,17.817
14-Jun-2021 18:45:46.000,17.7
14-Jun-2021 18:45:47.000,18.098
14-Jun-2021 18:45:48.000,18.098
14-Jun-2021 18:45:49.000,18.364
14-Jun-2021 18:45:50.000,18.364
14-Jun-2021 18:45:51.000,18.431
14-Jun-2021 18:45:52.000,18.431
14-Jun-2021 18:45:53.000,18.431
14-Jun-2021 18:45:54.000,18.541
14-Jun-2021 18:45:55.000,18.632
14-Jun-2021 18:45:56.000,18.72
14-Jun-2021 18:45:57.000,18.878
14-Jun-2021 18:45:58.000,18.878
14-Jun-2021 18:45:59.000,19.105
14-Jun-2021 18:46:00.000,19.105
14-Jun-2021 18:46:01.000,19.507
14-Jun-2021 18:46:02.000,19.507
14-Jun-2021 18:46:03.000,19.507
14-Jun-2021 18:46:03.999,19.594
14-Jun-2021 18:46:05.000,19.594
14-Jun-2021 18:46:06.000,19.214
14-Jun-2021 18:46:07.000,19.56
14-Jun-2021 18:46:08.000,19.56
14-Jun-2021 18:46:09.000,19.886
14-Jun-2021 18:46:10.000,19.9
14-Jun-2021 18:46:11.000,20.057
14-Jun-2021 18:46:12.000,20.057
14-Jun-2021 18:46:13.000,19.945
14-Jun-2021 18:46:14.000,19.836
14-Jun-2021 18:46:15.000,19.836
14-Jun-2021 18:46:16.000,20.035
14-Jun-2021 18:46:17.000,20.199
14-Jun-2021 18:46:18.000,20.035
14-Jun-2021 18:46:19.000,19.96
14-Jun-2021 18:46:20.000,19.621
14-Jun-2021 18:46:21.000,19.974
14-Jun-2021 18:46:22.000,19.977
14-Jun-2021 18:46:23.000,19.974
14-Jun-2021 18:46:24.000,19.977
14-Jun-2021 18:46:25.000,19.993
14-Jun-2021 18:46:26.000,19.886
14-Jun-2021 18:46:27.000,19.886
14-Jun-2021 18:46:28.000,19.564
14-Jun-2021 18:46:29.000,19.276
14-Jun-2021 18:46:30.000,18.479
14-Jun-2021 18:46:31.000,17.843
14-Jun-2021 18:46:32.000,17.843
14-Jun-2021 18:46:33.000,17.461
14-Jun-2021 18:46:34.000,17.304
14-Jun-2021 18:46:35.000,16.884
14-Jun-2021 18:46:36.000,16.332
14-Jun-2021 18:46:37.000,16.332
14-Jun-2021 18:46:38.000,16.332
14-Jun-2021 18:46:39.000,16.322
14-Jun-2021 18:46:40.000,16.322
14-Jun-2021 18:46:41.000,14.263
14-Jun-2021 18:46:42.000,14.263
14-Jun-2021 18:46:43.000,12.35
14-Jun-2021 18:46:44.000,9.777
14-Jun-2021 18:46:45.000,8.487
14-Jun-2021 18:46:46.000,7.944
14-Jun-2021 18:46:47.000,8.573
14-Jun-2021 18:46:48.000,8.573
14-Jun-2021 18:46:49.000,9.122
14-Jun-2021 18:46:50.000,11.027
14-Jun-2021 18:46:51.000,12.833
14-Jun-2021 18:46:52.000,13.066
14-Jun-2021 18:46:53.000,13.066
14-Jun-2021 18:46:54.000,13.882
14-Jun-2021 18:46:55.000,14.152
14-Jun-2021 18:46:56.000,15.33
14-Jun-2021 18:46:57.000,15.651
14-Jun-2021 18:46:58.000,15.579
14-Jun-2021 18:46:59.000,15.651
14-Jun-2021 18:47:00.000,16.081
14-Jun-2021 18:47:01.000,16.815
14-Jun-2021 18:47:02.000,16.815
14-Jun-2021 18:47:03.000,16.815
14-Jun-2021 18:47:04.000,17.166
14-Jun-2021 18:47:05.000,17.276
14-Jun-2021 18:47:06.000,17.489
14-Jun-2021 18:47:07.000,17.927
14-Jun-2021 18:47:08.000,17.927
14-Jun-2021 18:47:09.000,17.927
14-Jun-2021 18:47:10.000,17.851
14-Jun-2021 18:47:11.000,17.917
14-Jun-2021 18:47:12.000,18.433
14-Jun-2021 18:47:13.000,18.433
14-Jun-2021 18:47:14.000,18.433
14-Jun-2021 18:47:15.000,18.004
14-Jun-2021 18:47:16.000,18.976
14-Jun-2021 18:47:17.000,19.371
